"proteinId","coefficient","pValue","fdr"
"CDK2CCNA2",-138.416421509452,0.717820299449547,0.445661375886538
"CDK5CDK5R1",-836.592156499116,0.0164091766435903,0.078092621498031
"CDK8CCNC",53.1810536981922,0.895648047915085,0.497414861682236
"CDKN1A",1230.57853160914,0.0857704013711794,0.149640726004585
"CDKN1B",193.89239121107,0.493969111057585,0.368314736331828
"CDKN2B",-80.762370497308,0.882454186967772,0.493293781418016
"CDKN2C",-1512.24389820247,0.0395413525968991,0.108968692510302
"CDKN2D",322.298070754225,0.111882554557003,0.171162175967122
"CDKN3",-34.5597153836565,0.860861830547783,0.48705861436637
"CDNF",-437.496384817295,0.412680406381046,0.333977436315873
"CDON",-1202.73525565586,0.000493436229564036,0.0218056763556469
"CDSN",548.611335192727,0.0723389323198684,0.139205912457003
"CDY1",-239.600704778116,0.656366279879732,0.426170945186891
"CDYL2",-646.789959637548,0.101220553504799,0.162032577082143
"CEACAM19",-669.976140850998,0.293341748758378,0.279100156428198
"CEACAM20",-303.483976116929,0.246119452882546,0.25516439703403
"CEACAM21",35.6305582019991,0.931145486812118,0.504781367840559
"CEACAM3",-268.934803782044,0.855893347692397,0.485357186423694
"CEACAM4",-830.066805706926,0.0897569141598395,0.154046253061105
"CEACAM7",-182.078610294263,0.512756297940711,0.376237156977221
"CEACAM8",-213.833045471994,0.453560829004532,0.351420574183019
"CEBPA",189.591405295609,0.678609948130902,0.432604712728425
"CEBPB",-1157.09152366673,0.00671353852184952,0.0536404557384555
"CEBPG",-245.22083524846,0.457002461991776,0.35254189572366
"CECR1",-76.3255125751381,0.799569356378615,0.472471943027923
"CEL",601.268182251713,0.00396369364225048,0.0435957463753405
"CELA1",-101.486936832987,0.752796320732139,0.457146726690352
"CELA2A",383.492116119936,0.404278362226748,0.330174860916879
"CELA3B",224.168637326264,0.824172921465419,0.477881794821359
"CELF2",185.833090929854,0.35847203087007,0.311051507515232
"CENPV",-469.848225410681,0.513542409882479,0.376237156977221
"CENPW",853.4072698967,0.299688400174578,0.282224138957693
"CER1",19.7646728489031,0.97696598512924,0.516055490927528
"CERS5",346.343718129966,0.646349711697891,0.423381776851403
"CES1",725.754165285977,0.192350568825329,0.225920424153625
"CETN2",296.671269191524,0.617665794248631,0.414017228906172
"CETN3",575.05821497195,0.227351600082454,0.246480721394198
"CFAP45",233.067121639476,0.660594754200843,0.427706129442371
"CFB",674.08028494348,0.231917893914322,0.24877457231845
"CFC1",648.901505329203,0.349184417009668,0.306581230229215
"CFD",-402.524281190797,0.282200656195509,0.272587194126616
"CFH",729.244279746017,0.597322519446878,0.406040742581328
"CFHR1",-242.588657110279,0.593538995121991,0.404933307738694
"CFHR2",214.901404427435,0.591488883834277,0.404188695927525
"CFHR3",-427.392610562251,0.296428221402954,0.280526834042626
"CFHR4",187.828297116733,0.256879202576205,0.259703104778838
"CFHR5",-141.496734801332,0.68349754524911,0.434712655543865
"CFI",1514.79019685883,0.153015340998594,0.197821772963608
"CFL1",134.050417387727,0.697123358486167,0.438000488431261
"CFL2",-0.237696968958478,0.999168504579157,0.522430816726755
"CFLAR",280.263935227755,0.374447557357293,0.317252544395136
"CFP",-1261.45430642151,0.0037862651824816,0.0423979940448471
"CFTR",-336.232149309277,0.410143333808893,0.332893095996497
"CGA",-249.326271704886,0.241751430289423,0.253610754863064
"CGACGB",-45.3529788460875,0.645044283095698,0.423086609872785
"CGAFSHB",80.5312579428414,0.624046811259611,0.415418457491061
"CGALHB",250.053151748568,0.333678499938901,0.298797631271185
"CGATSHB",-368.596379422872,0.333874743452824,0.298797631271185
"CGB2",657.078187125311,0.000792964866238092,0.0256354945668065
"CGREF1",1236.02565028012,0.0243046954445198,0.0888439931842561
"CHAD",-457.304300022978,0.0208334749908303,0.0850305576624978
"CHCHD10",261.44381820392,0.564868801496407,0.396003877802131
"CHD7",-1057.74392226636,0.13389918131076,0.185637733169461
"CHEK1",-997.944755466929,0.0623064810229513,0.130883750612208
"CHEK2",-450.460882779234,0.381601681055774,0.319904597409925
"CHFR",-1618.51841290185,0.0520083545468993,0.122460760752755
"CHGA",-467.063709421223,0.0566922973792758,0.126736874038807
"CHGB",-198.228722876229,0.590506010032917,0.404019538989668
"CHI3L1",241.216572421607,0.123371598569474,0.178023618028597
"CHI3L2",-441.563830117001,0.117596854672141,0.175102054554425
"CHIA",-1764.00450399224,0.0516246814443714,0.122460760752755
"CHIT1",454.543351361732,0.146320982234526,0.193638431751472
"CHKB",222.35461355761,0.303963605366035,0.28446761989992
"CHL1",-1335.34453601721,0.00221537134303163,0.0360686178973313
"CHMP2A",303.409295794125,0.0906954759088235,0.154700716682593
"CHMP2B",200.19991668166,0.403531936082138,0.330016415451501
"CHP1",570.854178015601,0.0550217848125291,0.124577917716434
"CHRD",-19.9650320949119,0.949031080795016,0.508850443708139
"CHRDL1",-515.611239301447,0.304786649184586,0.28473479147833
"CHRDL2",-335.961376486002,0.325121021234886,0.295119013374204
"CHST1",2453.96861528749,0.00218413890042429,0.0360686178973313
"CHST11",1062.66759807924,0.036812854446044,0.105929174106488
"CHST12",1054.98569785716,0.0346421966488918,0.102670458761011
"CHST14",-189.409011917266,0.758457300935403,0.458433913084679
"CHST15",651.151937042155,0.0837015340010063,0.147955780426557
"CHST2",-500.261621167304,0.653266711862075,0.425659297207491
"CHST3",-653.692616167005,0.137609783720983,0.188029646354247
"CHST4",134.599316516185,0.836679351116453,0.480620599003665
"CHST5",-657.069938219434,0.172003650581668,0.211769958744546
"CHST6",-162.636246143424,0.665691519209901,0.428868894734133
"CHST9",-1009.67346909979,0.0582537138496046,0.128372032469504
"CILP",886.790331813907,0.00184451549606324,0.0342116432498316
"CILP2",-945.795953385113,0.000421794225674884,0.0204671328854394
"CINP",253.275987595243,0.529974760937475,0.383043402954395
"CIRBP",326.5210004103,0.140495365443483,0.189475248401583
"CISD1",-321.963758354328,0.682956022447426,0.434591623530472
"CISD2",1123.06678383747,0.163340635806482,0.204981131700413
"CKAP2",-1017.18976007394,0.0473494649530046,0.118240968073886
"CKAP4",-831.167950363027,0.147257054670859,0.194003311224151
"CKB",197.153898926326,0.673323630980237,0.430518284626404
"CKBCKM",96.5104310915725,0.60880543551199,0.410686867641365
"CKMT1A",-447.848015156131,0.0236539471135003,0.0886923661657235
"CKMT2",-2277.51863598796,0.00641405809458049,0.05170363405434
"CKS1B",223.810083526568,0.601349092129119,0.407941966763588
"CLC",1347.1589744858,0.0132273937082341,0.0714342473035151
"CLCA1",-167.551465315422,0.649221824344958,0.424404999846732
"CLCA2",-742.251500977603,0.444132698656006,0.348038411979056
"CLCNKB",-19.960298167626,0.957529322893538,0.511244794879612
"CLEC10A",-1663.44531419488,0.00490565978484768,0.0473793411672245
"CLEC11A",974.4655839978,0.00710014734027026,0.0546289418923754
"CLEC12A",384.609293673453,0.103451313489851,0.16411110366899
"CLEC1B",202.674555848934,0.415038420817855,0.335217047325716
"CLEC2A",-1338.53394943024,0.00285628620503216,0.0394889191452936
"CLEC2B",55.958154819331,0.856922136917709,0.485829262240736
"CLEC2D",1107.99181417992,0.184193163205897,0.220361464105756
"CLEC2L",-383.404845801981,0.593220023854877,0.404933307738694
"CLEC3B",-641.04889135692,0.22421832213193,0.244871221812278
"CLEC4A",-117.336606031614,0.846061038270032,0.482491986635095
"CLEC4C",-638.637984329577,0.0190199218367341,0.0824768172155921
"CLEC4D",-1192.03405321332,0.170557215379515,0.210514626208994
"CLEC4G",244.832532239924,0.661657597358873,0.427910788915821
"CLEC4M",-567.391170127689,0.122610265446549,0.177723945838952
"CLEC6A",23.3176806826281,0.919195917686445,0.503375763069437
"CLEC7A",743.052469347233,0.0395181677518,0.108968692510302
"CLGN",-405.830598827225,0.207398698158595,0.233828830110381
"CLIC1",397.100536844923,0.164827542148874,0.206323961914438
"CLIC2",220.627718164217,0.641150285708304,0.42176552560731
"CLIC4",425.386066210536,0.0504771387457134,0.121514518416962
"CLIC5",154.495491765287,0.650764614411348,0.424930110715746
"CLINT1",467.740479255185,0.00675660418140778,0.0536404557384555
"CLK2",-1183.7249798308,0.0196366170629998,0.0829269342897522
"CLMP",59.3183649749115,0.905961687230379,0.499889413996736
"CLN5",709.252618240482,0.24737482355585,0.255929811922266
"CLPP",536.907065015346,0.304498111076452,0.284680170305284
"CLPS",418.796508627405,0.389907379269337,0.323579031554542
"CLPSL1",506.021504353627,0.208682952728781,0.234209730670111
"CLPSL2",423.832793020693,0.502091183054563,0.371571915803347
"CLSTN1",634.668018517387,0.369557846153345,0.31600360600484
"CLSTN2",-444.01042215297,0.220703723513707,0.242531319439085
"CLSTN3",914.37215231476,0.00146580679081686,0.0318222219218325
"CLTA",614.502506409071,0.112888411093452,0.171918475141357
"CLTC",-653.721636708007,0.464424155681024,0.356489155053487
"CLU",-1215.61652408456,0.0932833980229124,0.157362337921521
"CMA1",-101.859458398316,0.813587424290681,0.475532198710813
"CMBL",-736.939204063115,0.179107103685663,0.216152974083973
"CMPK1",411.699102129303,0.0831040655564306,0.147526285052152
"CNDP1",-14.6983921665746,0.925864613802474,0.503624771497006
"CNDP2",287.813075710071,0.557290322049197,0.393589912369967
"CNEP1R1",-481.928707089949,0.194695568906261,0.226737674730455
"CNGA2",-1177.33355659155,0.0553856140495631,0.124830638036072
"CNN1",562.607974782638,0.200575801088629,0.230547841761918
"CNN2",278.776076155578,0.243141662367139,0.254099750721677
"CNOT1",995.261095871808,0.00363889783329767,0.0423979940448471
"CNP",813.292756501214,0.00296970115400713,0.0403801488153857
"CNPY3",567.61844437633,0.065740349517592,0.133242539122123
"CNPY4",384.264547343902,0.0346100841488986,0.102670458761011
"CNRIP1",-196.616407222783,0.668005042368929,0.428965019993356
"CNTF",-2054.8306119544,0.047478683456055,0.118324853306979
"CNTFR",-1202.00143368705,0.0187615511695366,0.0819591684360351
"CNTN1",-1036.66489652064,0.00442549482886524,0.0448847247912066
"CNTN2",-970.400186661575,0.0119531216034843,0.0682170587384492
"CNTN4",-1340.57121914558,0.000660384817450091,0.02403337277671
"CNTN5",-702.291210495095,0.140433145558254,0.189475248401583
"CNTNAP2",-2095.91131522616,0.0322161891632835,0.100410751996875
"CNTNAP5",-658.620218827804,0.276382832168839,0.270130683145943
"COA3",-903.720797054702,0.253784922064114,0.259035361936194
"COCH",112.230031770145,0.55781604449918,0.393736471838366
"COG8",-834.450505177173,0.282154270380868,0.272587194126616
"COL10A1",502.987849791474,0.247222466268656,0.255879158540074
"COL11A2",-610.660689374233,0.00301106893926208,0.0404970056465802
"COL13A1",-1559.74316858575,0.00416014625955664,0.0442769762435809
"COL15A1",-266.55990905595,0.508589005232954,0.374593815926059
"COL18A1",598.838690884403,0.113188499562825,0.171919630553341
"COL1A1",-1062.53180073681,0.00570047221803351,0.049552699959056
"COL20A1",-308.46994241283,0.76340648669282,0.459546313456897
"COL23A1",302.490232835647,0.490605512885021,0.367134150855044
"COL25A1",-1780.10344737766,0.00264387950153879,0.0394047275737414
"COL28A1",121.699784079507,0.735512486868391,0.451547879794189
"COL2A1",-175.782134670698,0.705583762987375,0.440181271560692
"COL3A1",-964.965285198919,0.0365499489808895,0.105420735679293
"COL4A3BP",775.217597540245,0.000810901636321914,0.0256354945668065
"COL6A1",-130.839020253042,0.513196952520008,0.376237156977221
"COL6A2",-874.139604104186,0.284781000173659,0.274116696758308
"COL6A3",-53.1079525326287,0.890130054923139,0.49557370544878
"COL6A5",-844.195330367917,0.231873962257778,0.24877457231845
"COL8A1",98.9666132172386,0.624792204458931,0.415418457491061
"COL9A1",195.74084535955,0.827524609830668,0.478801489825068
"COLEC10",-3902.0372387484,0.00216069689345674,0.0360686178973313
"COLEC11",223.461356285635,0.48498100615665,0.364689620775419
"COLEC12",-1009.06458068109,0.0405437902551265,0.109605208215546
"COLGALT1",645.049544814579,0.0389793366296463,0.108118353873279
"COLGALT2",-589.750760384263,0.324014430803897,0.29447149898482
"COMMD1",-459.278288174114,0.0586938031835127,0.128566102779168
"COMMD7",821.622728771418,0.103767409914865,0.164251482747852
"COMMD9",571.616450267684,0.012209728478269,0.0682170587384492
"COMP",-622.282384958566,0.23579491648897,0.250753316611061
"COMT",689.915710651398,0.48903055263532,0.366509705292564
"COPE",-458.246842854518,0.0689401926130795,0.13696516672349
"COPS2",868.254699328013,0.0428366232057205,0.11265543794232
"COPS7B",-446.786465139338,0.0592839210341081,0.128843697129527
"COTL1",1269.60926193566,0.0169292395564852,0.0793183739474989
"COX4I2",-654.83064646738,0.159978132279689,0.202403643993009
"COX5A",370.018681070247,0.0478558078189919,0.118905479502268
"COX5B",-1475.47367342285,0.0819299118622478,0.147029600391248
"COX6A2",-65.7805800378758,0.703863947251944,0.439532713002102
"COX6C",923.830633034088,0.200283574812752,0.230425999206269
"COX7A1",-1196.28104141175,0.0630668332716429,0.13100594594146
"COX7A2L",110.738740941248,0.555119332165865,0.392841422600266
"CP",-1084.53855397765,0.0178779812431537,0.0813291312046658
"CPA2",-612.102807685074,0.355898761702729,0.309573246455106
"CPA4",-227.397617600365,0.237165900388957,0.251573019904085
"CPB1",430.198427860737,0.134297037923482,0.185907097239627
"CPB2",1154.02290398678,0.0709267507718463,0.137939920869518
"CPD",607.706535030179,0.547624741008011,0.389952654774845
"CPE",-1659.27869263109,0.0276059108376471,0.0925522454600054
"CPLX1",-223.666641382202,0.702688262708855,0.439352867183146
"CPLX2",-662.211666572045,0.0957445426825339,0.159127737055486
"CPM",-935.858728091195,0.0276812787720586,0.0925522454600054
"CPN1",-2285.83247620559,0.0617082299161927,0.130787374166342
"CPN2",190.093652038228,0.760094452457699,0.458786110628925
"CPNE1",577.054680922961,0.0266326993385342,0.0919682881338401
"CPOX",378.116171672704,0.401928694290009,0.329467404497339
"CPQ",-748.295597953761,0.00686975667414655,0.0536404557384555
"CPT1B",-2463.61453059809,0.000189852308888914,0.0148559426707811
"CPVL",64.2989956368814,0.82247089677033,0.477779802619003
"CPXM1",384.990166997414,0.112074553882824,0.171311581920304
"CPZ",218.621422904131,0.734533366049203,0.451170625678445
"CR1",-694.811353306208,0.0717338900614514,0.138472302310627
"CR2",-767.191992108518,0.00150374707733733,0.0320806650169569
"CRABP1",-3191.10907097703,0.000298870094608456,0.0186256623281639
"CRABP2",-414.990114880445,0.101777396059275,0.162201128079401
"CRADD",373.638857899145,0.213546796598905,0.237949015269334
"CRAT",229.740577845972,0.259624374374493,0.261645310995561
"CRCP",-573.958332438349,0.333475664947876,0.298797631271185
"CREB3L1",369.107471228685,0.574599500598881,0.398333771845789
"CREB3L2",-518.474466032875,0.427827786253635,0.340326315314488
"CREB3L4",162.775072216924,0.83534217398189,0.480530056693043
"CREBBP",626.55854129509,0.153714900245464,0.198435975316877
"CREG1",-304.874344548687,0.501307162992297,0.371324829135374
"CRELD1",-203.025770916461,0.571848881057966,0.397518946773137
"CRH",-85.6129461631491,0.660166224793136,0.427677589683089
"CRHBP",-30.0674485218684,0.952141637646864,0.509577551227494
"CRIM1",190.200106366507,0.74812125672042,0.455882049549514
"CRIP1",652.402818957191,0.239583701987634,0.252943067109376
"CRIP2",506.105599915668,0.529195531618295,0.382783874711021
"CRIPT",-1100.9870883198,0.0947445208414084,0.159068130019447
"CRISP2",-210.659803618332,0.610053616906491,0.410918230940756
"CRISP3",-315.646801598422,0.417440455359327,0.336279102407243
"CRISPLD2",392.184336916983,0.0866136927764107,0.150628867355343
"CRK",533.216498563989,0.0438640135336647,0.113644965219682
"CRKL",471.995719130865,0.0218997250884902,0.0859992223115874
"CRLF1",-498.010614239933,0.244791430242718,0.254534003296684
"CRLF1CLCF1",-940.810662028561,0.308234681389468,0.287197058153867
"CRLF2",406.41651728541,0.256489761303587,0.259703104778838
"CRMP1",-218.731518667541,0.757700556583201,0.45834730504377
"CRNN",1102.99757513605,0.0374105022982914,0.106074937430348
"CROT",62.1015637353363,0.830213930213369,0.479538677364492
"CRP",228.764445694063,0.21764700702144,0.240131968547903
"CRTAC1",-1317.76800066221,0.00106763630927683,0.0281074882052247
"CRTAM",-42.1810597587624,0.879591829359824,0.492253716394687
"CRYAA",-264.32466787226,0.728259886121698,0.448765270716055
"CRYBB1",695.408509667472,0.00877258137941642,0.0589937688747841
"CRYBB2",-164.616069205424,0.634933615938767,0.419807200130808
"CRYGD",-1401.91425299183,0.128243965918387,0.181202200355168
"CRYGS",-1714.08299695392,0.0162760490176968,0.077758724986491
"CRYZ",568.940672503297,0.0226032100531068,0.087264709413727
"CRYZL1",398.66546384765,0.0751928383592586,0.141116756619325
"CS",349.252163230951,0.250489765487467,0.257644525296279
"CSAG1",686.483036944043,0.261155676497662,0.261875704848276
"CSDC2",-964.909456664561,0.261481759854912,0.261875704848276
"CSDE1",716.836637426845,0.234683114647277,0.250245170848591
"CSF1",824.345699672111,0.0513251695720186,0.122460760752755
"CSF1R",-783.066588385666,0.0577165913502343,0.127914207548109
"CSF2",428.01252350475,0.366410363551436,0.314957996570081
"CSF2RA",-2171.48268889984,0.0006591738149059,0.02403337277671
"CSF2RB",-940.000061083774,0.179143197009998,0.216152974083973
"CSF3",615.44081231349,0.020739576950236,0.0850305576624978
"CSF3R",1448.8473904933,0.209779054620981,0.235222439134875
"CSGALNACT2",-839.625707462558,0.195942217399638,0.227760764782866
"CSH1CSH2",-51.2935559929106,0.828545518854256,0.479054376534972
"CSK",396.585430732578,0.225253537280041,0.245352138702441
"CSMD1",1289.55598770727,0.0182401497559719,0.081888943025796
"CSMD2",1350.3609133198,0.00482990199657055,0.0472437489242807
"CSN2",-214.078433735537,0.569440913688485,0.397087536282799
"CSNK1D",3112.04270501621,0.00275274913218538,0.0394047275737414
"CSNK1G2",636.077658696798,0.0183788231884894,0.081888943025796
"CSNK2A1",-357.100843468076,0.300627060579269,0.282662854849847
"CSNK2A1CSNK2B",469.460131614009,0.0332719429174611,0.10145944641505
"CSNK2A2",-1236.02208920698,0.122056038165914,0.177679328014621
"CSNK2A2CSNK2B",573.628153022711,0.0292541897336595,0.0947591749134373
"CSNK2B",124.998421139815,0.859540828065514,0.486472808350006
"CSPG4",-964.461795800973,0.0843455296850819,0.148499062375566
"CSRP1",36.9402469177269,0.921189925878783,0.503624771497006
"CSRP2",-407.84395542256,0.314373325010145,0.289790286094493
"CSRP3",974.875421157041,0.0117262308477996,0.067329862084247
"CST1",-315.338291509584,0.243601430068297,0.254159512838964
"CST2",-186.684301533024,0.371186824566827,0.31631697279263
"CST3",944.060708456612,0.0287396156517335,0.0942531727096463
"CST4",-45.8156863249372,0.85072788275241,0.48409189878506
"CST5",111.483831142536,0.599620704120389,0.407104256126807
"CST6",-366.107615156299,0.285503822518303,0.274172608570068
"CST7",328.478040770159,0.049261710048936,0.119518701817496
"CST8",64.0446589687167,0.807984307149867,0.474092475938895
"CSTL1",441.877387911375,0.0213118165349359,0.0859992223115874
"CT55",-309.478121334338,0.45068143245983,0.350625636107691
"CTBP1",514.243924036968,0.198216936261956,0.229006520448557
"CTCF",-470.237850937669,0.509639654619322,0.374619927321154
"CTF1",-241.364733637004,0.792620350627309,0.470839086556906
"CTGF",723.535069882123,0.14556376562824,0.192945884409824
"CTHRC1",97.3509444043478,0.810800845613755,0.474701373264989
"CTLA4",-155.107800932663,0.495798014634086,0.369233415354084
"CTNNA2",-139.197738154755,0.745745185513052,0.455340394193666
"CTNNB1",-841.740822224805,0.0629967507916376,0.13100594594146
"CTRB1",803.9188186885,0.00266826611996347,0.0394047275737414
"CTRB2",33.2742639821125,0.90114328618603,0.498964358868004
"CTRC",534.790171620857,0.488410716703428,0.366443310862105
"CTRL",-147.681256332493,0.794974090014017,0.471370222300549
"CTSA",164.030528763877,0.66849435420031,0.428965019993356
"CTSB",-248.943230932129,0.570593940749345,0.397425848137145
"CTSC",-2008.54145644704,0.0187782037445576,0.0819591684360351
"CTSD",-33.3107095932334,0.92759791602051,0.50385155617952
"CTSE",-119.852469814268,0.814314587496828,0.475732496857853
"CTSF",-350.76808521084,0.533102513051404,0.384070140061302
"CTSG",263.357527252764,0.415589267171408,0.335442995767558
"CTSH",-157.266968671505,0.586014388917701,0.402633306972907
"CTSK",550.147255585019,0.141163888129142,0.189653360007344
"CTSO",-611.337321628042,0.14761637953678,0.194074896714086
"CTSS",-59.7043026239602,0.889153443661396,0.495486037518986
"CTSV",-1172.9477849074,0.000368674748769009,0.0196057593512941
"CTSZ",-251.548870081759,0.569872944377069,0.397087536282799
"CUBN",-84.396730665011,0.943333299519632,0.507528415211848
"CUL1",-256.61184812666,0.664577038305775,0.428404254558688
"CUL3",416.764408805186,0.343504678647891,0.303569170287783
"CUL4B",870.888808515779,0.0787845796302122,0.143995563977933
"CUL9",-858.134228436842,0.113867544951888,0.17215955557734
"CUTC",1185.51195778083,0.0893830002043838,0.153609823897934
"CUZD1",65.1546943990733,0.92502780374631,0.503624771497006
"CX3CL1",-447.889450946217,0.143053036944365,0.190638992317844
"CXADR",172.708809335932,0.629698683285824,0.418119043113954
"CXCL1",401.77253359085,0.138630410050169,0.188501007268367
"CXCL10",478.230197341029,0.0549237367662531,0.1244790646289
"CXCL11",451.238509359835,0.0035930145734613,0.0423979940448471
"CXCL12",294.465107104282,0.59139032757375,0.404188695927525
"CXCL13",169.435136625964,0.525044051631331,0.381092941438339
"CXCL14",766.080204587476,0.155364191728054,0.199420800767142
"CXCL16",276.046321644003,0.66073131441473,0.427706129442371
"CXCL17",-824.056933951999,0.235130509113968,0.250272183350317
"CXCL2",445.790997405828,0.0552763841470423,0.124830638036072
"CXCL5",-67.3969047357897,0.915432286247474,0.502227608529014
"CXCL6",367.790668432767,0.0845658102339542,0.148528698847271
"CXCL8",-365.155572640984,0.561424869669259,0.395381591379943
"CXCL9",94.6232384075682,0.816208229284192,0.476276608146915
"CYB561D1",398.671765503323,0.343037549092394,0.303529632890973
"CYB5A",438.505947203628,0.178453654687994,0.215636606320963
"CYB5D2",-996.730355615583,0.193353764892828,0.226048973567737
"CYB5R1",530.952404678661,0.481421962510985,0.363338181030925
"CYB5R2",543.312898476831,0.0786852966944429,0.143995563977933
"CYB5R3",-1182.95476437273,0.00402998829505791,0.043719140869862
"CYCS",-1443.55323949757,0.0200612396680809,0.0834386667661995
"CYGB",-292.956422842535,0.611813657353851,0.411543678352404
"CYP3A4",526.174434633991,0.470231614489736,0.358500581170161
"CYR61",1030.87175849377,0.0263238693067499,0.0918819166879525
"CYTH2",-243.096129058017,0.801670100255999,0.473261272929703
"CYTH4",1124.87544004419,0.0990034571427572,0.160719781240271
"CYTIP",-323.326052823298,0.596218214573042,0.405907784100007
"CYTL1",-28.4713915525043,0.92389153523499,0.503624771497006
"DAG1",-631.605211882786,0.294326542020407,0.279714515048064
"DAO",475.791671748321,0.156498133776494,0.19991658061235
"DAP",-7.65682573643995,0.974097400243661,0.51521026378493
"DAPK1",1231.0830041094,0.00441100642146518,0.0448847247912066
"DAPK2",1182.69168410348,0.00314328113334868,0.0411574043003874
"DAPP1",330.452623571351,0.207948832753181,0.234129077663101
"DARS",444.034717944411,0.0981237220542567,0.159755927536542
"DARS2",318.130536070753,0.0620366583752883,0.130883750612208
"DBI",463.215251414605,0.0654517260060521,0.133122920259279
"DBNL",348.081957986613,0.304119554147464,0.28446761989992
"DCAF5",-1880.99544773252,0.200824025595015,0.230559450315755
"DCBLD1",-404.074365073191,0.375070531113399,0.317536740580828
"DCI",198.914416696915,0.526369734321021,0.381552188119279
"DCK",550.901482830518,0.67359738799387,0.430518284626404
"DCLK1",173.085759988775,0.694068210130979,0.437723345531135
"DCLK3",-887.257528820628,0.117042248568966,0.174782872869227
"DCN",497.224454210255,0.227159822135854,0.246480721394198
"DCP1A",-243.317802810401,0.345377593072278,0.304493692901104
"DCP1B",-269.512546269049,0.177851905215963,0.215376182117163
"DCTD",281.536358645387,0.0888487145232039,0.152797732778873
"DCTN2",255.356223535543,0.72129837462968,0.446466778228445
"DCTN6",363.821665500717,0.239275981752467,0.252871957241571
"DCTPP1",844.467580414042,0.00762164208135738,0.0556820301061746
"DCUN1D1",351.706931612952,0.49198954392958,0.367392193731623
"DCUN1D2",6.20709676650867,0.988279158795444,0.519310758338792
"DCUN1D3",355.274186707307,0.594743774063193,0.405321308820045
"DCUN1D5",903.239951921902,0.0770570756920611,0.143049359915841
"DCXR",587.911487782715,0.00839395994534499,0.058514715097063
"DDAH1",763.293413205431,0.205896968012812,0.233304906729292
"DDC",-634.510663542278,0.201396187109919,0.23106153513472
"DDIT3",464.518139960135,0.246526572089963,0.255479448448687
"DDIT4",-210.680236870261,0.86598496833511,0.488291518974587
"DDOST",374.528455929678,0.257556550316514,0.260049392588317
"DDR1",-1034.97100827272,0.0680764471817887,0.136247538844148
"DDR2",-543.299443702861,0.24987651599459,0.257548981830619
"DDT",-1210.27248127348,0.194386341076639,0.226653287459359
"DDX19A",352.240065684823,0.122128953990796,0.177680954778035
"DDX19B",327.795823854839,0.158611842217107,0.201499147080865
"DDX23",-236.094961050461,0.810960143281544,0.474701373264989
"DDX25",-1072.46715073355,0.149577913826296,0.195440269359033
"DDX39B",294.759685785515,0.329721893993526,0.297365262713375
"DDX46",-2069.73696853401,0.000279748973701731,0.0186097847302566
"DDX58",617.631236465493,0.00682079408929943,0.0536404557384555
"DDX6",537.316726601079,0.0260188895200283,0.0915456538807409
"DEAF1",483.957524715063,0.245067928234135,0.254607549841749
"DECR1",321.160641711536,0.0415220917616966,0.111569670140211
"DECR2",608.750051954984,0.031822019866862,0.0995667628556628
"DEF6",557.046086871631,0.115377287087024,0.17378381023323
"DEFA1",-434.905268166631,0.550941197433505,0.390778655674643
"DEFA5",-237.713987299198,0.43770713249176,0.345189232024558
"DEFB1",-115.305528844048,0.808057031264616,0.474092475938895
"DEFB103A",70.9079639275003,0.904626079020684,0.499598027609622
"DEFB104A",742.304110383535,0.250627041132903,0.257678623609983
"DEFB106A",-129.958301796324,0.662190530674866,0.427944434402158
"DEFB107A",-1328.87403169417,0.155769247279598,0.199526761945183
"DEFB108B",-974.202691450412,0.158313759454117,0.201223762871472
"DEFB110",-779.077824042804,0.138473073084939,0.188390581559666
"DEFB112",-163.265664794051,0.56421184061904,0.396003877802131
"DEFB113",35.2440794562815,0.927362521234482,0.503834281693854
"DEFB115",-1117.99237620866,0.0843569958886949,0.148499062375566
"DEFB116",-260.558919104159,0.47866384769173,0.361840298072683
"DEFB118",-230.440856088589,0.701167519332516,0.439006539262517
"DEFB119",-332.586034212777,0.665817726898143,0.428868894734133
"DEFB121",280.614815648708,0.470907638776058,0.358743959637177
"DEFB125",337.227962763192,0.518307608726311,0.378160302221813
"DEFB128",59.904336159148,0.934020831052721,0.505122951065091
"DEFB129",-435.611204249679,0.240961721344123,0.253426884831469
"DEFB132",-639.604404201272,0.122351238051661,0.177693517443427
"DEFB135",191.751967932224,0.721451199408391,0.446466778228445
"DEFB136",-290.543071222813,0.151419111365041,0.196744906183008
"DEFB4A",-64.9464009517321,0.649107992077654,0.424404999846732
"DENR",578.888521070525,0.0435286227341794,0.113501213461151
"DEPP",-603.130385767529,0.0598324855740052,0.128843697129527
"DERL1",859.566759991331,0.00186747440043552,0.0342116432498316
"DES",-1950.71279023908,0.00136464322281134,0.0309826941734951
"DGCR14",1469.19538092232,0.016041348194859,0.0773425725111017
"DGCR2",-336.257246692081,0.687737132158941,0.435555048893824
"DGCR6",-555.194599645296,0.348215508288085,0.306232000495717
"DGKB",-317.969398318306,0.573984777026802,0.398333771845789
"DHFR",2063.39673247794,0.00126892222512253,0.0307199112369039
"DHH",1015.94079669867,0.0420874706597823,0.112078497985333
"DHPS",-125.033465611481,0.608832096734348,0.410686867641365
"DHRS9",748.695390573559,0.173338807302021,0.212569620631227
"DHX38",-1187.07641175821,0.206341044381808,0.233352539067464
"DHX58",-93.5585529514861,0.903910425295824,0.499425701528447
